Timestamp,CPU Utilization (%),CPU Speed,RAM Memory Usage,RAM Cache (GB),RAM In Use (GB),Network Upload,Network Download
2026-07-30 18:40:29,4%,1.2 GHz,11.4/15.6 GB(73%),0.0 GB,11.4 GB,191.0 B/s,557.0 B/s
